Episode,Steps,Reward
123,849,26.91869919
124,780,26.87903226
125,806,27.04
126,955,27.23809524
127,1026,27.38582677
128,931,27.6328125
129,1028,27.79844961
130,1008,27.96153846
131,910,28.05343511
132,1041,28.20454545
133,909,28.36842105
134,941,28.49253731
135,1008,28.74074074
136,1058,28.94852941
137,985,29.16788321
138,577,29.24637681
139,975,29.30935252
140,915,29.44285714
141,1116,29.65248227
142,960,29.8028169
143,860,29.83916084
144,986,29.91666667
145,893,30.00689655
146,981,30.15753425
147,939,30.27891156
148,941,30.36486486
149,584,30.34899329
150,1037,30.49333333
151,964,30.64900662
152,524,30.69078947
153,999,30.80392157
154,1055,30.98051948
155,1018,31.07741935
156,833,31.05128205
157,1032,31.07006369
158,852,31.14556962
159,1003,31.30188679
160,1004,31.50625
161,979,31.68322981
162,672,31.7654321
163,1061,31.8404908
164,914,32.04268293
165,1018,32.14545455
166,1061,32.36144578
167,1066,32.56287425
168,1209,32.77380952
169,913,32.9112426
170,1000,33.02941176
171,725,33.11695906
172,1061,33.3372093
173,830,33.46242775
174,915,33.52298851
175,908,33.62857143
176,684,33.54545455
177,536,33.45762712
178,792,33.62359551
179,947,33.70949721
180,1105,33.93888889
181,845,34.0441989
182,982,34.14835165
183,578,34.04918033
184,635,34.16304348
185,881,34.19459459
186,807,34.25806452
187,861,34.39572193
188,1109,34.5212766
189,960,34.73544974
190,1144,34.82631579
191,1034,34.93193717
192,1103,35.05729167
193,1046,35.10362694
194,997,35.17010309
195,1079,35.32307692
196,1091,35.55102041
197,1045,35.74619289
198,1089,35.82828283
199,1013,35.88944724
200,848,35.915
201,722,35.96517413
202,989,36.0049505
203,808,36.09359606
204,1097,36.30882353
205,961,36.37073171
206,1227,36.55339806
207,1120,37.36714976
208,1135,37.54326923
209,1101,37.80861244
210,1125,38.12857143
211,1128,38.30805687
212,696,38.36792453
213,1181,38.61032864
214,1185,38.74766355
215,1041,38.93023256
216,1161,39.11574074
217,1151,39.30875576
218,584,39.35779817
219,832,39.28767123
220,1071,39.55454545
221,1191,39.81900452
222,1034,39.96846847
223,940,40.0044843
224,1397,41.27678571
225,1483,42.8
226,1094,43.03539823
227,1282,44.30396476
228,1041,44.40350877
229,858,44.34934498
230,788,44.26956522
231,453,44.12121212
232,562,43.99568966
233,419,43.84549356
234,886,43.81196581
235,709,43.72340426
236,886,43.71610169
237,1064,43.84388186
238,1182,44.1092437
239,1355,45.17991632
240,1075,45.22083333
241,917,45.24481328
242,862,45.24380165
243,1275,45.91358025
244,1145,46.23770492
245,958,46.2
246,868,46.15447154
247,816,46.10526316
248,950,46.06854839
249,888,46.01606426
250,1092,46.024
251,1025,45.99601594
252,1082,46.02777778
253,910,45.98023715
254,978,45.96062992
255,618,45.91764706
256,927,45.83984375
257,732,45.75486381
258,573,45.69767442
259,1053,45.83783784
260,1078,45.91153846
261,1216,46.00766284
262,1085,46.08015267
263,1071,46.13688213
264,1096,46.15530303
265,924,46.13962264
266,952,46.10526316
267,1200,46.40074906
268,1039,46.48880597
269,1114,46.47211896
270,539,46.38518519
271,1027,46.47232472
272,1037,46.52205882
273,820,46.48717949
274,882,46.55474453
275,1066,46.61090909
276,1190,46.72101449
277,1083,46.75451264
278,1344,47.23381295
279,1496,48.04301075
280,1217,48.17857143
281,1101,48.34519573
282,1299,49.29078014
283,1017,49.27208481
284,876,49.26056338
285,623,49.24210526
286,669,49.24125874
287,733,49.12543554
288,632,49.09722222
289,758,49.10034602
290,911,49.2
291,1076,49.27491409
292,1327,49.51027397
293,954,49.54266212
294,789,49.54081633
295,754,49.44745763
296,533,49.34459459
297,529,49.23569024
298,1243,49.83892617
299,1206,50.04682274
300,1333,50.27333333
301,1049,50.30564784
302,620,50.29801325
303,1336,50.84818482
304,956,50.92434211
305,1042,51.01311475
306,872,50.94444444
307,1029,51.00651466
308,793,50.92532468
309,626,50.89320388
310,760,50.82903226
311,1408,51.12540193
312,1190,51.25961538
313,578,51.20447284
314,1331,51.72611465
315,1357,52.50793651
316,1012,52.56962025
317,1173,52.69716088
318,1426,53.55974843
319,1375,54.02194357
320,640,53.93125
321,1410,54.50778816
322,1263,54.6242236
323,880,54.68111455
324,1108,55.16975309
325,1246,55.43384615
326,1348,56.17484663
327,1151,56.26605505
328,1533,57.08841463
329,1467,57.80547112
330,1072,58.45757576
331,1205,58.54984894
332,984,58.48192771
333,576,58.39339339
334,965,58.38023952
335,780,58.37910448
336,1066,58.38988095
337,1315,58.59643917
338,1187,59.03846154
339,1278,59.18289086
340,1522,59.87058824
341,1315,60.56304985
342,1343,61.00877193
343,1171,61.12827988
344,1588,61.98837209
345,1619,62.91594203
346,1378,63.57514451
347,1158,63.7204611
348,1720,64.64655172
349,597,64.5243553
350,1493,65.19428571
351,1013,65.1994302
352,1640,66.05681818
353,1104,66.15580737
354,1059,66.14689266
355,1088,66.52394366
356,1204,67.04494382
357,1129,67.38095238
358,1434,68.14804469
359,1386,68.63231198
360,921,68.56111111
361,939,68.56786704
362,1419,69.07734807
363,878,68.98347107
364,759,68.8543956
365,1490,69.53150685
366,1392,69.75136612
367,1442,70.36784741
368,1224,70.33695652
369,1757,71.20054201
370,1437,71.67027027
371,1192,71.76549865
372,1017,71.70430108
373,835,71.61394102
374,514,71.45454545
375,1327,71.71733333
376,1186,71.81117021
377,1184,71.85411141
378,988,71.7989418
379,1052,72.2585752
380,1253,72.72894737
381,1225,73.2152231
382,1141,73.26963351
383,1075,73.31853786
384,1758,73.99739583
385,736,73.86233766
386,573,73.73056995
387,450,73.57881137
388,983,73.47938144
389,904,73.3933162
390,609,73.24871795
391,1111,73.70332481
392,917,73.61734694
393,739,73.49363868
394,671,73.38071066
395,448,73.22531646
396,470,73.09090909
397,760,72.98740554
398,984,72.91708543
399,926,72.8245614
400,1188,72.99
401,1279,73.12967581
402,1221,73.21890547
403,1213,73.31761787
404,1344,73.87376238
405,1416,74.52345679
406,1195,74.57389163
407,2517,75.34643735
408,1434,75.68137255
409,933,75.60391198
410,867,75.50243902
411,690,75.36009732
412,1404,75.9538835
413,1917,76.56658596
414,1117,76.60628019
415,1594,77.27710843
416,1577,77.52884615
417,1436,77.98561151
418,1423,78.38277512
419,1274,78.71121718
420,1576,79.37380952
421,1346,79.77434679
422,1392,80.18957346
423,1329,80.57210402
424,931,80.51179245
425,1498,80.94588235
426,1039,80.97652582
427,1137,81.2529274
428,1066,81.24766355
429,1318,81.58508159
430,982,81.53023256
431,1149,81.46867749
432,622,81.31944444
433,1332,81.77136259
434,1470,82.30414747
435,1150,82.34942529
436,1099,82.38073394
437,1304,82.72540046
438,702,82.57305936
439,1285,82.65831435
440,907,82.55909091
441,1284,82.62358277
442,565,82.49095023
443,1145,82.51015801
444,1000,82.48423423
445,1435,82.96179775
446,1062,82.97757848
447,1256,83.24161074
448,1327,83.73214286
449,1252,83.844098
450,1007,83.81555556
451,899,83.72505543
452,897,83.63053097
453,871,83.50551876
454,506,83.39207048
455,1378,83.87252747
456,1148,83.90350877
457,1305,84.26039387
458,1398,84.44978166
459,944,84.33769063
460,1511,84.89782609
461,1508,85.47071584
462,1008,85.44155844
463,804,85.31533477
464,955,85.20474138
465,1060,85.16129032
466,853,85.05364807
467,924,84.95717345
468,623,84.82905983
469,1108,84.7761194
470,1320,84.92553191
471,1133,84.98301486
472,1155,84.97669492
473,1040,84.94291755
474,1080,84.89662447
475,1167,84.91578947
476,1469,85.39495798
477,9676,85.95807128
478,1306,86.33891213
479,1153,86.36743215
480,825,86.26458333
481,755,86.15384615
482,1436,86.65145228
483,1342,86.99585921
484,1664,87.58264463
485,946,87.48865979
486,1409,87.97942387
487,1495,88.48049281
488,1459,88.81967213
489,993,88.79345603
490,1323,89.18163265
491,1387,89.56619145
492,1670,90.10162602
493,1522,90.54969574
494,1391,90.99595142
495,1034,90.90505051
496,1175,90.97580645
497,1209,91.03219316
498,1456,91.53413655
499,1182,91.56713427
500,456,91.416
501,1324,91.78243513
502,1011,91.687251
503,616,91.54870775
504,930,91.4265873
505,940,91.34257426
506,1151,91.37351779
507,1137,91.59763314
508,3529,92.11220472
509,1064,92.14734774
510,413,91.98823529
511,1409,92.37181996
512,1355,92.80859375
513,665,92.68615984
514,954,92.57782101
515,1050,92.60776699
516,1097,92.63178295
517,1311,93.01353965
518,1388,93.4015444
519,1442,93.85163776
520,1366,94.30384615
521,1108,94.33397313
522,1049,94.27777778
523,997,94.19120459
524,890,94.08587786
525,909,94.03809524
526,889,93.9391635
527,990,93.90512334
528,805,93.83143939
529,1477,94.21928166
530,866,94.11509434
531,756,93.97175141
532,1325,94.33270677
533,1554,94.83864916
534,972,94.75655431
535,977,94.65607477
536,962,94.57089552
537,1051,94.54376164
538,622,94.42750929
539,831,94.31725417
540,1284,94.37777778
541,1058,94.35859519
542,1099,94.37453875
543,570,94.25230203
544,894,94.22242647
545,988,94.13394495
546,1002,94.06227106
547,1142,94.03473492
548,1437,94.49087591
549,1527,94.96357013
550,1681,95.41636364
551,990,95.39564428
552,1126,95.42028986
553,1407,95.82640145
554,1150,95.81046931
555,1276,95.97837838
556,1556,96.45143885
557,734,96.31956912
558,904,96.20250896
559,1641,96.72093023
560,838,96.59642857
561,1040,96.51158645
562,1298,96.8024911
563,1027,96.74245115
564,1078,96.67198582
565,982,96.60530973
566,1082,96.55477032
567,1101,96.50617284
568,1156,96.47007042
569,1373,96.65202109
570,1157,96.62807018
571,1529,96.91768827
572,1484,97.35664336
573,1471,97.72774869
574,1385,98.04181185
575,1131,98.08173913
576,1479,98.48263889
577,2675,98.87175043
578,1397,99.24048443
579,951,99.11917098
580,1343,99.35689655
581,1505,99.72461274
582,2153,100.1752577
583,990,100.0754717
584,1076,100.0325342
585,1182,100.0752137
586,1151,100.109215
587,1478,100.4872232
588,1080,100.4438776
589,1487,100.8488964
590,1062,100.8033898
591,1252,101.0490694
592,1109,100.9746622
593,780,100.9173693
594,1115,101.03367
595,680,101
596,1878,101.4798658
597,1300,101.520938
598,1428,101.8929766
599,1277,101.9098497
600,1382,102.2483333
601,1611,102.6622296
602,1214,102.8405316
603,1478,103.2072968
604,644,103.0645695
605,588,102.9157025
606,1488,103.2986799
607,1472,103.645799
608,1470,104.0493421
609,1523,104.4581281
610,1727,104.9016393
611,824,104.7757774
612,1415,105.0441176
613,1527,105.4502447
614,1478,105.8469055
615,1579,106.2422764
616,825,106.112013
617,1497,106.5024311
618,1399,106.8300971
619,1645,107.174475
620,1556,107.5677419
621,1415,107.9259259
622,1199,108.0466238
623,1052,108.0080257
624,444,107.849359
625,995,107.7664
626,1152,107.884984
627,1202,108.0047847
628,1327,108.2675159
629,1519,108.5484897
630,757,108.4238095
631,1067,108.3676704
632,1226,108.3876582
633,873,108.2527646
634,1079,108.1908517
635,1074,108.1244094
636,1142,108.0471698
637,904,107.9434851
638,1126,107.8965517
639,1206,107.8920188
640,1170,107.83125
641,1050,107.7316693
642,1171,107.694704
643,1154,107.681182
644,1089,107.6071429
645,1134,107.5782946
646,1065,107.5340557
647,1077,107.4683153
648,1168,107.4058642
649,1135,107.357473
650,1050,107.2953846
651,1196,107.2903226
652,872,107.1947853
653,940,107.0980092
654,1234,107.0336391
655,1350,107.0442748
656,1409,107.2926829
657,1096,107.217656
658,1385,107.4255319
659,940,107.3490137
660,1693,107.7606061
661,613,107.6369138
662,1187,107.8791541
663,1103,107.8446456
664,1686,108.2108434
665,1519,108.5458647
666,930,108.4414414
667,1003,108.3523238
668,1162,108.3353293
669,1289,108.3273543
670,1015,108.258209
671,1035,108.2056632
672,1182,108.1547619
673,1146,108.1367013
674,871,108.0207715
675,1232,108.037037
676,792,107.9156805
677,1157,107.8833087
678,1118,107.8141593
679,1735,108.179676
680,1035,108.1205882
681,1062,108.0646109
682,830,107.9545455
683,719,107.8301611
684,1637,108.1652047
685,1673,108.5270073
686,1024,108.4300292
687,1071,108.3784571
688,1124,108.3299419
689,1204,108.2844702
690,1272,108.2898551
691,1329,108.4081042
692,964,108.3309249
693,1424,108.6421356
694,1057,108.5634006
695,497,108.4604317
696,1128,108.4482759
697,822,108.3601148
698,1141,108.3065903
699,1063,108.2374821
700,1285,108.2257143
701,1509,108.5435093
702,1360,108.5541311
703,994,108.4722617
704,1075,108.4232955
705,999,108.3574468
706,907,108.2464589
707,1243,108.2107496
708,1105,108.1723164
709,866,108.0662906
710,1415,108.2577465
711,1375,108.2672293
712,1259,108.3609551
713,1093,108.2706872
714,1478,108.5308123
715,1133,108.4531469
716,1419,108.5614525
717,2682,108.9205021
718,1153,108.856546
719,592,108.7413074
720,1086,108.6694444
721,1466,109.0097087
722,448,108.8698061
723,1075,108.791148
724,1483,109.0773481
725,957,108.982069
726,100000,109.0867769
727,1104,109.0412655
728,1096,108.9986264
729,865,108.9053498
730,1318,109.0164384
731,1394,109.2161423
732,1175,109.1775956
733,1078,109.100955
734,1174,109.0449591
735,818,108.9265306
736,1510,109.1440217
737,1234,109.2727273
738,1367,109.4850949
739,1481,109.7834912
740,899,109.6891892
741,1496,110.0121457
742,1749,110.351752
743,1593,110.6890983
744,1047,110.6155914
745,1084,110.5489933
746,1634,110.8941019
747,1744,111.2637216
748,1823,111.6470588
749,1287,111.6194927
750,1179,111.5813333
751,1016,111.4980027
752,1044,111.462766
753,1013,111.3877822
754,774,111.2692308
755,1342,111.4529801
756,661,111.3293651
757,948,111.2404227
758,900,111.146438
759,1368,111.4097497
760,1664,111.7684211
761,1227,111.6925099
762,688,111.5721785
763,409,111.4442988
764,1001,111.3651832
765,943,111.2718954
766,980,111.194517
767,744,111.0808344
768,1037,110.9973958
769,800,110.8855657
770,850,110.7987013
771,1075,110.7302205
772,861,110.6528497
773,586,110.5265201
774,1066,110.4560724
775,897,110.3651613
776,1222,110.5103093
777,916,110.4066924
778,936,110.3033419
779,840,110.2130937
780,1035,110.1794872
781,893,110.0883483
782,792,109.9820972
783,1554,110.2196679
784,782,110.1020408
785,1630,110.4292994
786,711,110.3091603
787,1544,110.6277001
788,1059,110.5850254
789,1094,110.5551331
790,1083,110.4962025
791,1222,110.4576485
792,1597,110.739899
793,900,110.6633039
794,1216,110.6133501
795,1221,110.5597484
796,784,110.4484925
797,682,110.3299875
798,931,110.2393484
799,934,110.1764706
800,1191,110.1025
801,1691,110.4082397
802,1199,110.4763092
803,1098,110.4034869
804,738,110.3109453
805,891,110.2223602
806,558,110.1029777
807,750,109.9987608
808,1444,110.1856436
809,701,110.0840544
810,921,109.9876543
811,1282,109.998767
812,1088,109.9359606
813,1053,109.8733087
814,1172,109.7960688
815,738,109.7423313
816,1161,109.7022059
817,1408,109.9596083
818,1539,110.0819071
819,1206,110.0573871
820,1387,110.1743902
821,1520,110.4409257
822,967,110.3722628
823,1344,110.5443499
824,898,110.4453883
825,1614,110.7636364
826,1086,110.7263923
827,1342,110.7315599
828,1471,111.0024155
829,1113,110.9276236
830,1104,111.0301205
831,1301,111.1648616
832,1818,111.5096154
833,1326,111.5258103
834,816,111.4616307
835,1146,111.4311377
836,1041,111.3552632
837,1228,111.5770609
838,876,111.4821002
839,915,111.4064362
840,937,111.3214286
841,980,111.2485137
842,1045,111.1900238
843,955,111.1126928
844,1061,111.0521327
845,8367,111.3136095
846,1133,111.2470449
847,1151,111.1877214
848,1087,111.1320755
849,1258,111.1413428
850,877,111.0552941
851,1551,111.3113984
852,1554,111.5387324
853,1735,111.8159437
854,1072,111.734192
855,1701,112.0444444
856,1391,112.1518692
857,6495,112.453909
858,1114,112.4067599
859,1156,112.4039581
860,1032,112.3395349
861,1044,112.271777
862,1139,112.1960557
863,998,112.1147161
864,1003,112.0277778
865,688,111.9260116
866,938,111.8383372
867,1054,111.7773933
868,968,111.7108295
869,1176,111.6582278
870,950,111.5712644
871,1244,111.5304248
872,1313,111.5424312
873,1047,111.4856816
874,757,111.5732265
875,1423,111.7565714
876,783,111.6541096
877,686,111.5815279
878,710,111.4829157
879,1290,111.5096701
880,1213,111.5
881,1597,111.7775255
882,822,111.6904762
883,1329,111.7531144
884,1242,111.8506787
885,1321,111.8293785
886,1120,111.8126411
887,647,111.7057497
888,1234,111.713964
889,889,111.6287964
890,1031,111.5617978
891,1648,111.8327722
892,1600,112.0650224
893,1568,112.3684211
894,1293,112.3400447
895,1715,112.4871508
896,1640,112.6551339
897,1754,112.6666667
898,1018,112.5979955
899,1976,112.8464961
900,848,112.7655556
901,1204,112.8823529
902,767,112.8115299
903,1031,112.7552602
904,1209,112.7566372
905,829,112.7027624
906,1073,112.6600442
907,1273,112.6703418
908,1078,112.6365639
909,907,112.5940594
910,694,112.5340659
911,1036,112.4950604
912,1068,112.4506579
913,1493,112.4720701
914,1450,112.7100656
915,1052,112.6404372
916,1231,112.610262
917,1665,112.8985823
918,1263,112.8769063
919,2235,113.0282916
920,1835,113.1521739
921,2313,113.2899023
922,1334,113.4381779
923,1226,113.4182015
924,912,113.3820346
925,1204,113.3437838
926,731,113.2764579
927,1426,113.4649407
928,1524,113.5258621
929,1193,113.5005382
930,1319,113.4666667
931,1140,113.5821697
932,1246,113.7060086
933,1302,113.9024652
934,1140,113.8586724
935,1044,113.8181818
936,1108,113.767094
937,2064,113.9754536
938,1336,114.108742
939,924,114.0255591
940,1147,114.0053191
941,996,113.9426142
942,1039,113.8641189
943,892,113.8038176
944,815,113.7521186
945,1291,113.9037037
946,1310,113.8530655
947,1191,113.8648363
948,1454,114.0991561
949,1278,114.1116965
950,1006,114.0315789
951,966,113.9768665
952,1092,113.9044118
953,863,113.8163694
954,1185,113.7955975
955,662,113.7193717
956,1513,113.958159
957,721,113.8557994
958,3458,114.085595
959,1444,114.2888425
960,765,114.20625
961,1495,114.4349636
962,924,114.3700624
963,1058,114.3229491
964,1528,114.5497925
965,1215,114.6290155
966,1109,114.6118012
967,1550,114.868666
968,1237,115.0599174
969,1054,115.0165119
970,702,114.9319588
971,1031,114.8970134
972,1076,114.8446502
973,1462,114.9804728
974,1537,115.198152
975,553,115.0933333
976,752,115.0266393
977,1407,115.1658137
978,1487,115.297546
979,1220,115.2706844
980,1575,115.4959184
981,1634,115.7370031
982,966,115.6670061
983,940,115.5900305
984,1102,115.5203252
985,1249,115.5025381
986,1422,115.7271805
987,1735,116.0010132
988,1065,115.9392713
989,900,115.867543
990,2140,116.0909091
991,1858,116.2936428
992,844,116.4012097
993,1164,116.3373615
994,771,116.250503
995,1195,116.2321608
996,1400,116.3875502
997,1439,116.5877633
998,1543,116.8176353
999,1302,116.990991
1000,639,116.889
1001,593,116.7862138
1002,1302,116.8113772
1003,862,116.7218345
1004,1312,116.8804781
1005,1028,116.8039801
1006,1512,116.9821074
1007,1056,116.9314796
1008,1042,116.9880952
1009,899,116.9157582
1010,863,116.9623762
1011,1572,117.1869436
1012,1795,117.3290514
1013,1376,117.4935834
1014,1081,117.4398422
1015,976,117.3793103
1016,2139,117.4576772
1017,392,117.3520157
1018,1038,117.3084479
1019,1120,117.2571148
1020,1244,117.2098039
1021,577,117.1145935
1022,1380,117.2622309
1023,1055,117.2072336
1024,1217,117.1621094
1025,867,117.1014634
1026,848,117.0097466
1027,699,116.916261
1028,1301,116.8920233
1029,768,116.8396501
1030,1102,116.8029126
1031,1383,116.942774
1032,1093,116.8856589
1033,767,116.7996128
1034,1123,116.7591876
1035,1337,116.8937198
1036,1588,117.1090734
1037,1333,117.0906461
1038,1829,117.1734104
1039,1074,117.1395573
1040,1165,117.1346154
1041,1234,117.1325648
1042,1266,117.2120921
1043,786,117.1169703
1044,1002,117.0469349
1045,1055,117.0086124
1046,774,116.917782
1047,1043,116.8662846
1048,1060,116.8358779
1049,1609,117.0419447
1050,1688,117.2657143
1051,877,117.1855376
1052,577,117.108365
1053,860,117.0550807
1054,1003,116.9848197
1055,876,116.9033175
1056,1062,116.8371212
1057,1006,116.7729423
1058,1340,116.8657845
1059,1040,116.8177526
1060,891,116.7301887
1061,1064,116.6663525
1062,1380,116.8163842
1063,606,116.7290687
1064,833,116.6550752
1065,837,116.5746479
1066,1240,116.6454034
1067,1320,116.5932521
1068,871,116.5093633
1069,899,116.424696
1070,1184,116.3794393
1071,1340,116.4519141
1072,1342,116.4458955
1073,1529,116.5815471
1074,2399,116.8193669
1075,1182,116.8288372
1076,1106,116.8076208
1077,1148,116.7734448
1078,1316,116.7801484
1079,5263,117.0157553
1080,1175,116.987963
1081,942,116.9389454
1082,1094,116.8992606
1083,1096,116.856879
1084,954,116.7841328
1085,1276,116.7852535
1086,1961,116.8793738
1087,1911,117.0846366
1088,891,117.0137868
1089,1240,117.1303949
1090,432,117.0321101
1091,1369,117.0522456
1092,656,116.9688645
1093,960,116.9085087
1094,1487,117.0383912
1095,550,116.9543379
1096,627,116.9005474
1097,2065,117.0546946
1098,5843,117.2978142
1099,1003,117.2302093
1100,1022,117.1772727
1101,897,117.0971844
1102,887,117.0190563
1103,889,116.9329102
1104,1321,116.9211957
1105,1127,116.9556561
1106,1694,117.1726944
1107,1256,117.1409214
1108,1145,117.0803249
1109,1095,117.0207394
1110,1254,117.018018
1111,1524,117.1854185
1112,1055,117.1636691
1113,1063,117.0916442
1114,543,117.0035907
1115,1057,116.973991
1116,680,116.8870968
1117,1088,116.8182632
1118,994,116.7665474
1119,459,116.6729223
1120,749,116.5991071
1121,1007,116.5236396
1122,1058,116.5677362
1123,537,116.5004452
1124,1554,116.6681495
1125,1446,116.8551111
1126,3205,117.0612789
1127,1460,117.2191659
1128,790,117.143617
1129,1001,117.146147
1130,1258,117.2380531
1131,1584,117.4526967
1132,1394,117.5803887
1133,1046,117.5481024
1134,1049,117.5141093
1135,943,117.4396476
1136,1047,117.409331
1137,1047,117.3377309
1138,986,117.2697715
1139,1122,117.2063213
1140,1254,117.1982456
1141,1093,117.1875548
1142,1204,117.2075306
1143,1153,117.1784777
1144,1654,117.3951049
1145,475,117.3021834
1146,1676,117.5165794
1147,2114,117.7288579
1148,1373,117.7552265
1149,1398,117.870322
1150,1297,118.0078261
1151,1968,118.1433536
1152,895,118.0807292
1153,1340,118.197745
1154,1270,118.1429809
1155,1144,118.0995671
1156,1436,118.1756055
1157,719,118.1114952
1158,1325,118.2495682
1159,1222,118.2605695
1160,1012,118.2043103
1161,672,118.1455642
1162,1395,118.2857143
1163,1031,118.2287188
1164,651,118.1417526
1165,1113,118.0944206
1166,1261,118.0814751
1167,1159,118.0565553
1168,1248,118.0273973
1169,1448,118.1462789
1170,1127,118.1042735
1171,991,118.0341588
1172,1035,117.9786689
1173,1108,117.9309463
1174,1180,117.8816014
1175,1206,117.8417021
1176,1547,117.9965986
1177,1259,117.9855565
1178,1494,118.0475382
1179,1161,118.0203562
1180,554,117.9432203
1181,1233,118.0448772
1182,6338,118.143824
1183,1605,118.3305156
1184,430,118.2440878
1185,720,118.1637131
1186,1096,118.1053963
1187,932,118.0336984
1188,1181,117.9781145
1189,1090,117.9125315
1190,1694,118.1193277
1191,1817,118.3308144
1192,1160,118.3154362
1193,1237,118.3310981
1194,11980,118.4832496
1195,1381,118.5297071
1196,1167,118.4732441
1197,1168,118.4536341
1198,1028,118.4056761
1199,1213,118.3886572
1200,870,118.3225
1201,565,118.2339717
1202,827,118.1547421
1203,823,118.0773067
1204,890,118.0008306
1205,1095,117.9543568
1206,1013,117.9021559
1207,955,117.8359569
1208,711,117.7541391
1209,718,117.6898263
1210,1648,117.6826446
1211,1288,117.6961189
1212,1390,117.8316832
1213,1320,117.7873042
1214,1204,117.7454695
1215,1550,117.8823045
1216,913,117.8215461
1217,1183,117.7732128
1218,1308,117.7643678
1219,1200,117.8589007
1220,1314,117.9540984
1221,947,117.9328419
1222,1778,118.1170213
1223,1775,118.3286999
1224,1570,118.494281
1225,1449,118.6204082
1226,1166,118.5872757
1227,973,118.5248574
1228,1304,118.504886
1229,1364,118.4646054
1230,1122,118.4276423
1231,1033,118.3842405
1232,838,118.3238636
1233,940,118.2773723
1234,1110,118.2358185
1235,998,118.1773279
1236,1323,118.2661812
1237,1001,118.2045271
1238,1214,118.1688207
1239,1025,118.1226796
1240,1070,118.083871
1241,943,118.0306205
1242,958,117.9541063
1243,1106,117.9115044
1244,1029,117.8689711
