1,249,0.0
2,211,0.0
3,227,0.0
4,250,0.0
5,296,0.0
6,257,0.0
7,405,0.0
8,347,0.0
9,417,0.0
10,471,0.0
11,329,0.0
12,538,0.0
13,271,0.0
14,407,0.0
15,453,0.0
16,507,0.0
17,622,0.0
18,563,0.0
19,612,0.0
20,563,0.0
21,647,0.0
22,522,0.0
23,747,0.0
24,690,0.0
25,793,0.0
26,578,0.0
27,714,0.0
28,668,0.0
29,914,0.0
30,727,0.0
31,925,0.0
32,891,0.0
33,826,0.0
34,639,0.0
35,1071,0.0
36,867,0.0
37,780,0.0
38,795,0.0
39,846,0.0
40,870,0.0
41,1009,0.0
42,969,0.0
43,1018,0.0
44,914,0.0
45,1267,0.0
46,768,0.0
47,865,0.0
48,613,0.0
49,1120,0.0
50,963,0.0
51,825,0.0
52,1045,0.0
53,1146,0.0
54,882,0.0
55,825,0.0
56,898,0.0
57,804,0.0
58,956,0.0
59,962,0.0
60,1065,0.0
61,955,0.0
62,1032,0.0
63,1120,0.0
64,850,0.0
65,833,0.0
66,761,0.0
67,835,0.0
68,923,0.0
69,979,0.0
70,1063,0.0
71,1086,0.0
72,943,0.0
73,1023,0.0
74,1071,0.0
75,1036,0.0
76,1220,0.0
77,840,0.0
78,1185,0.0
79,774,0.0
80,946,0.0
81,948,0.0
82,1002,0.0
83,1099,0.0
84,1011,0.0
85,802,0.0
86,1133,0.0
87,1067,0.0
88,1194,0.0
89,600,0.0
90,466,0.0
91,686,0.0
92,1085,0.0
93,842,0.0
94,981,0.0
95,1180,0.0
96,590,0.0
97,1185,0.0
98,1225,0.0
99,1165,0.0
100,1010,0.0
101,1061,0.0
102,1028,0.0
103,1033,0.0
104,1047,0.0
105,1083,0.0
106,759,0.0
107,706,0.0
108,848,0.0
109,1013,0.0
110,885,0.0
111,1142,0.0
112,1354,0.0
113,1275,0.0
114,1132,0.0
115,1149,0.0
116,687,0.0
117,911,0.0
118,705,0.0
119,852,0.0
120,1078,0.0
121,1114,0.0
122,1245,0.0
123,1022,0.0
124,1228,0.0
125,1002,0.0
126,1014,0.0
127,780,0.0
128,1011,0.0
129,1047,0.0
130,1113,0.0
131,1117,0.0
132,1309,0.0
133,1337,0.0
134,893,0.0
135,829,0.0
136,1151,0.0
137,1107,0.0
138,937,0.0
139,1199,0.0
140,821,0.0
141,1072,0.0
142,654,0.0
143,1175,0.0
144,1292,0.0
145,1103,0.0
146,1280,0.0
147,1338,0.0
148,1260,0.0
149,1101,0.0
150,1289,0.0
151,1216,0.0
152,1132,0.0
153,1395,0.0
154,1343,0.0
155,1138,0.0
156,1170,0.0
157,1361,0.0
158,994,0.0
159,889,0.0
160,1091,0.0
161,1289,0.0
162,1205,0.0
163,1065,0.0
164,813,0.0
165,461,0.0
166,631,0.0
167,829,0.0
168,649,0.0
169,918,0.0
170,645,0.0
171,1222,0.0
172,1136,0.0
173,1451,0.0
174,1233,0.0
175,1373,0.0
176,844,0.0
177,960,0.0
178,764,0.0
179,459,0.0
180,1312,0.0
181,1243,0.0
182,1361,0.0
183,870,0.0
184,1266,0.0
185,1287,0.0
186,1054,0.0
187,637,0.0
188,986,0.0
189,682,0.0
190,633,0.0
191,1197,0.0
192,967,0.0
193,1146,0.0
194,1102,0.0
195,1199,0.0
196,1274,0.0
197,1214,0.0
198,1135,0.0
199,1360,0.0
200,1246,0.0
201,988,0.0
202,888,0.0
203,782,0.0
204,646,0.0
205,1162,0.0
206,1090,0.0
207,1468,0.0
208,1416,0.0
209,521,0.0
210,1215,0.0
211,955,0.0
212,716,0.0
213,503,0.0
214,1020,0.0
215,1352,0.0
216,1349,0.0
217,1429,0.0
218,555,0.0
219,1159,0.0
220,973,0.0
221,908,0.0
222,904,0.0
223,1102,0.0
224,1084,0.0
225,1137,0.0
226,1184,0.0
227,1326,0.0
228,1448,0.0
229,990,0.0
230,1251,0.0
231,785,0.0
232,640,0.0
233,985,0.0
234,1216,0.0
235,1386,0.0
236,1185,0.0
237,1012,0.0
238,1198,0.0
239,1342,0.0
240,1283,0.0
241,1308,0.0
242,1471,0.0
243,1261,0.0
244,1411,0.0
245,1156,0.0
246,1089,0.0
247,742,0.0
248,745,0.0
249,1002,0.0
250,876,0.0
251,1094,0.0
252,834,0.0
253,1102,0.0
254,1136,0.0
255,1355,0.0
256,1290,0.0
257,1396,0.0
258,1369,0.0
259,1213,0.0
260,885,0.0
261,1305,0.0
262,1119,0.0
263,1234,0.0
264,832,0.0
265,1249,0.0
266,943,0.0
267,1429,0.0
268,1171,0.0
269,924,0.0
270,1123,0.0
271,1232,0.0
272,1018,0.0
273,1448,0.0
274,1190,0.0
275,1154,0.0
276,827,0.0
277,620,0.0
278,1143,0.0
279,1357,0.0
280,1318,0.0
281,1367,0.0
282,1202,0.0
283,1062,0.0
284,1018,0.0
285,1336,0.0
286,1109,0.0
287,1110,0.0
288,956,0.0
289,1281,0.0
290,1067,0.0
291,684,0.0
292,1289,0.0
293,1491,0.0
294,1104,0.0
295,1069,0.0
296,576,0.0
297,790,0.0
298,1009,0.0
299,1373,0.0
300,934,0.0
301,1175,0.0
302,1035,0.0
303,1500,0.0
304,1290,0.0
305,420,0.0
306,1309,0.0
307,1402,0.0
308,1325,0.0
309,1153,0.0
310,1095,0.0
311,730,0.0
312,1164,0.0
313,1154,0.0
314,1166,0.0
