Episode,Steps,Reward
1226,157,16.02773246
1227,163,16.02607987
1228,159,16.02687296
1229,107,16.02034174
1230,135,16.01626016
1231,153,16.01624695
1232,123,16.01136364
1233,141,16.01054339
1234,226,16.01458671
1235,164,16.01538462
1236,160,16.01618123
1237,204,16.02667745
1238,180,16.02584814
1239,144,16.02502018
1240,163,16.02580645
1241,124,16.02095085
1242,210,16.0257649
1243,184,16.02976669
1244,167,16.03135048
1245,179,16.03052209
1246,183,16.04012841
1247,107,16.03368083
1248,196,16.03766026
1249,160,16.03843074
1250,192,16.048
1251,186,16.04716227
1252,157,16.04472843
1253,183,16.04788508
1254,122,16.04226475
1255,191,16.04621514
1256,189,16.05175159
1257,187,16.0548926
1258,123,16.05007949
1259,130,16.04527403
1260,174,16.05
1261,157,16.04758128
1262,138,16.0459588
1263,160,16.04433888
1264,173,16.05221519
1265,170,16.05375494
1266,136,16.0521327
1267,189,16.05209155
1268,199,16.06230284
1269,183,16.06461781
1270,169,16.06614173
1271,196,16.07631786
1272,185,16.07783019
1273,177,16.07934014
1274,160,16.08006279
1275,171,16.07921569
1276,150,16.07680251
1277,177,16.07909162
1278,212,16.08685446
1279,181,16.09460516
1280,171,16.10234375
1281,202,16.10616706
1282,177,16.10452418
1283,206,16.11223694
1284,171,16.11137072
1285,195,16.12140078
1286,147,16.12363919
1287,143,16.12043512
1288,157,16.12111801
1289,167,16.12179984
1290,180,16.13023256
1291,172,16.12935709
1292,186,16.1377709
1293,138,16.13379737
1294,190,16.13601236
1295,164,16.13436293
1296,192,16.14351852
1297,134,16.14186584
1298,181,16.1440678
1299,113,16.13856813
1300,181,16.14076923
1301,140,16.13758647
1302,180,16.13978495
1303,197,16.14888718
1304,139,16.14493865
1305,144,16.14176245
1306,142,16.13782542
1307,118,16.13236419
1308,141,16.12844037
1309,192,16.13750955
1310,213,16.14198473
1311,171,16.14340198
1312,210,16.15472561
1313,180,16.15689261
1314,103,16.15068493
1315,150,16.14752852
1316,186,16.15197568
1317,130,16.14730448
1318,167,16.15402124
1319,192,16.16224412
1320,181,16.16439394
1321,146,16.16124148
1322,141,16.15733737
1323,206,16.16175359
1324,191,16.16767372
1325,121,16.16301887
1326,166,16.16365008
1327,127,16.15900528
1328,157,16.15963855
1329,152,16.1572611
1330,129,16.15338346
1331,171,16.15477085
1332,211,16.16591592
1333,153,16.16429107
1334,175,16.17241379
1335,176,16.17677903
1336,185,16.17964072
1337,178,16.18773373
1338,180,16.18983558
1339,176,16.19790889
1340,147,16.19477612
1341,166,16.1961223
1342,175,16.19597615
1343,183,16.20476545
1344,192,16.21354167
1345,194,16.22230483
1346,180,16.2243685
1347,198,16.23385301
1348,42,16.22181009
1349,133,16.22016308
1350,198,16.22444444
1351,194,16.22797927
1352,174,16.23224852
1353,140,16.22838137
1354,172,16.23190547
1355,141,16.23099631
1356,159,16.22935103
1357,150,16.22918202
1358,159,16.2275405
1359,164,16.2259014
1360,189,16.23529412
1361,193,16.238795
1362,174,16.23788546
1363,123,16.2355099
1364,132,16.23167155
1365,124,16.22564103
