Steps,Episode number,Episode reward,Episode reward irl,Episode reward combined
1202,627,108.0047847,108.0047847,108.0047847
1327,628,108.2675159,108.2675159,108.2675159
1519,629,108.5484897,108.5484897,108.5484897
757,630,108.4238095,108.4238095,108.4238095
1067,631,108.3676704,108.3676704,108.3676704
1226,632,108.3876582,108.3876582,108.3876582
873,633,108.2527646,108.2527646,108.2527646
1079,634,108.1908517,108.1908517,108.1908517
1074,635,108.1244094,108.1244094,108.1244094
1142,636,108.0471698,108.0471698,108.0471698
904,637,107.9434851,107.9434851,107.9434851
1126,638,107.8965517,107.8965517,107.8965517
1206,639,107.8920188,107.8920188,107.8920188
1170,640,107.83125,107.83125,107.83125
1050,641,107.7316693,107.7316693,107.7316693
1171,642,107.694704,107.694704,107.694704
1154,643,107.681182,107.681182,107.681182
1089,644,107.6071429,107.6071429,107.6071429
1134,645,107.5782946,107.5782946,107.5782946
1065,646,107.5340557,107.5340557,107.5340557
1077,647,107.4683153,107.4683153,107.4683153
1168,648,107.4058642,107.4058642,107.4058642
1135,649,107.357473,107.357473,107.357473
1050,650,107.2953846,107.2953846,107.2953846
1196,651,107.2903226,107.2903226,107.2903226
872,652,107.1947853,107.1947853,107.1947853
940,653,107.0980092,107.0980092,107.0980092
1234,654,107.0336391,107.0336391,107.0336391
1350,655,107.0442748,107.0442748,107.0442748
1409,656,107.2926829,107.2926829,107.2926829
1096,657,107.217656,107.217656,107.217656
1385,658,107.4255319,107.4255319,107.4255319
940,659,107.3490137,107.3490137,107.3490137
1693,660,107.7606061,107.7606061,107.7606061
613,661,107.6369138,107.6369138,107.6369138
1187,662,107.8791541,107.8791541,107.8791541
1103,663,107.8446456,107.8446456,107.8446456
1686,664,108.2108434,108.2108434,108.2108434
1519,665,108.5458647,108.5458647,108.5458647
930,666,108.4414414,108.4414414,108.4414414
1003,667,108.3523238,108.3523238,108.3523238
1162,668,108.3353293,108.3353293,108.3353293
1289,669,108.3273543,108.3273543,108.3273543
1015,670,108.258209,108.258209,108.258209
1035,671,108.2056632,108.2056632,108.2056632
1182,672,108.1547619,108.1547619,108.1547619
1146,673,108.1367013,108.1367013,108.1367013
871,674,108.0207715,108.0207715,108.0207715
1232,675,108.037037,108.037037,108.037037
792,676,107.9156805,107.9156805,107.9156805
1157,677,107.8833087,107.8833087,107.8833087
1118,678,107.8141593,107.8141593,107.8141593
1735,679,108.179676,108.179676,108.179676
1035,680,108.1205882,108.1205882,108.1205882
1062,681,108.0646109,108.0646109,108.0646109
830,682,107.9545455,107.9545455,107.9545455
719,683,107.8301611,107.8301611,107.8301611
1637,684,108.1652047,108.1652047,108.1652047
1673,685,108.5270073,108.5270073,108.5270073
1024,686,108.4300292,108.4300292,108.4300292
1071,687,108.3784571,108.3784571,108.3784571
1124,688,108.3299419,108.3299419,108.3299419
1204,689,108.2844702,108.2844702,108.2844702
1272,690,108.2898551,108.2898551,108.2898551
1329,691,108.4081042,108.4081042,108.4081042
964,692,108.3309249,108.3309249,108.3309249
1424,693,108.6421356,108.6421356,108.6421356
1057,694,108.5634006,108.5634006,108.5634006
497,695,108.4604317,108.4604317,108.4604317
1128,696,108.4482759,108.4482759,108.4482759
822,697,108.3601148,108.3601148,108.3601148
1141,698,108.3065903,108.3065903,108.3065903
1063,699,108.2374821,108.2374821,108.2374821
1285,700,108.2257143,108.2257143,108.2257143
1509,701,108.5435093,108.5435093,108.5435093
1360,702,108.5541311,108.5541311,108.5541311
994,703,108.4722617,108.4722617,108.4722617
1075,704,108.4232955,108.4232955,108.4232955
999,705,108.3574468,108.3574468,108.3574468
907,706,108.2464589,108.2464589,108.2464589
1243,707,108.2107496,108.2107496,108.2107496
1105,708,108.1723164,108.1723164,108.1723164
866,709,108.0662906,108.0662906,108.0662906
1415,710,108.2577465,108.2577465,108.2577465
1375,711,108.2672293,108.2672293,108.2672293
1259,712,108.3609551,108.3609551,108.3609551
1093,713,108.2706872,108.2706872,108.2706872
1478,714,108.5308123,108.5308123,108.5308123
1133,715,108.4531469,108.4531469,108.4531469
1419,716,108.5614525,108.5614525,108.5614525
2682,717,108.9205021,108.9205021,108.9205021
1153,718,108.856546,108.856546,108.856546
592,719,108.7413074,108.7413074,108.7413074
1086,720,108.6694444,108.6694444,108.6694444
1466,721,109.0097087,109.0097087,109.0097087
448,722,108.8698061,108.8698061,108.8698061
1075,723,108.791148,108.791148,108.791148
1483,724,109.0773481,109.0773481,109.0773481
957,725,108.982069,108.982069,108.982069
100000,726,109.0867769,109.0867769,109.0867769
1104,727,109.0412655,109.0412655,109.0412655
1096,728,108.9986264,108.9986264,108.9986264
865,729,108.9053498,108.9053498,108.9053498
1318,730,109.0164384,109.0164384,109.0164384
1394,731,109.2161423,109.2161423,109.2161423
1175,732,109.1775956,109.1775956,109.1775956
1078,733,109.100955,109.100955,109.100955
1174,734,109.0449591,109.0449591,109.0449591
818,735,108.9265306,108.9265306,108.9265306
1510,736,109.1440217,109.1440217,109.1440217
1234,737,109.2727273,109.2727273,109.2727273
1367,738,109.4850949,109.4850949,109.4850949
1481,739,109.7834912,109.7834912,109.7834912
899,740,109.6891892,109.6891892,109.6891892
1496,741,110.0121457,110.0121457,110.0121457
1749,742,110.351752,110.351752,110.351752
1593,743,110.6890983,110.6890983,110.6890983
1047,744,110.6155914,110.6155914,110.6155914
1084,745,110.5489933,110.5489933,110.5489933
1634,746,110.8941019,110.8941019,110.8941019
1744,747,111.2637216,111.2637216,111.2637216
1823,748,111.6470588,111.6470588,111.6470588
1287,749,111.6194927,111.6194927,111.6194927
1179,750,111.5813333,111.5813333,111.5813333
1016,751,111.4980027,111.4980027,111.4980027
1044,752,111.462766,111.462766,111.462766
1013,753,111.3877822,111.3877822,111.3877822
774,754,111.2692308,111.2692308,111.2692308
1342,755,111.4529801,111.4529801,111.4529801
661,756,111.3293651,111.3293651,111.3293651
948,757,111.2404227,111.2404227,111.2404227
900,758,111.146438,111.146438,111.146438
1368,759,111.4097497,111.4097497,111.4097497
1664,760,111.7684211,111.7684211,111.7684211
1227,761,111.6925099,111.6925099,111.6925099
688,762,111.5721785,111.5721785,111.5721785
409,763,111.4442988,111.4442988,111.4442988
1001,764,111.3651832,111.3651832,111.3651832
943,765,111.2718954,111.2718954,111.2718954
980,766,111.194517,111.194517,111.194517
744,767,111.0808344,111.0808344,111.0808344
1037,768,110.9973958,110.9973958,110.9973958
800,769,110.8855657,110.8855657,110.8855657
850,770,110.7987013,110.7987013,110.7987013
1075,771,110.7302205,110.7302205,110.7302205
861,772,110.6528497,110.6528497,110.6528497
586,773,110.5265201,110.5265201,110.5265201
1066,774,110.4560724,110.4560724,110.4560724
897,775,110.3651613,110.3651613,110.3651613
1222,776,110.5103093,110.5103093,110.5103093
916,777,110.4066924,110.4066924,110.4066924
936,778,110.3033419,110.3033419,110.3033419
840,779,110.2130937,110.2130937,110.2130937
1035,780,110.1794872,110.1794872,110.1794872
893,781,110.0883483,110.0883483,110.0883483
792,782,109.9820972,109.9820972,109.9820972
1554,783,110.2196679,110.2196679,110.2196679
782,784,110.1020408,110.1020408,110.1020408
1630,785,110.4292994,110.4292994,110.4292994
711,786,110.3091603,110.3091603,110.3091603
1544,787,110.6277001,110.6277001,110.6277001
1059,788,110.5850254,110.5850254,110.5850254
1094,789,110.5551331,110.5551331,110.5551331
1083,790,110.4962025,110.4962025,110.4962025
1222,791,110.4576485,110.4576485,110.4576485
1597,792,110.739899,110.739899,110.739899
900,793,110.6633039,110.6633039,110.6633039
1216,794,110.6133501,110.6133501,110.6133501
1221,795,110.5597484,110.5597484,110.5597484
784,796,110.4484925,110.4484925,110.4484925
682,797,110.3299875,110.3299875,110.3299875
931,798,110.2393484,110.2393484,110.2393484
934,799,110.1764706,110.1764706,110.1764706
1191,800,110.1025,110.1025,110.1025
1691,801,110.4082397,110.4082397,110.4082397
1199,802,110.4763092,110.4763092,110.4763092
1098,803,110.4034869,110.4034869,110.4034869
738,804,110.3109453,110.3109453,110.3109453
891,805,110.2223602,110.2223602,110.2223602
558,806,110.1029777,110.1029777,110.1029777
750,807,109.9987608,109.9987608,109.9987608
1444,808,110.1856436,110.1856436,110.1856436
701,809,110.0840544,110.0840544,110.0840544
921,810,109.9876543,109.9876543,109.9876543
1282,811,109.998767,109.998767,109.998767
1088,812,109.9359606,109.9359606,109.9359606
1053,813,109.8733087,109.8733087,109.8733087
1172,814,109.7960688,109.7960688,109.7960688
738,815,109.7423313,109.7423313,109.7423313
1161,816,109.7022059,109.7022059,109.7022059
1408,817,109.9596083,109.9596083,109.9596083
1539,818,110.0819071,110.0819071,110.0819071
1206,819,110.0573871,110.0573871,110.0573871
1387,820,110.1743902,110.1743902,110.1743902
1520,821,110.4409257,110.4409257,110.4409257
967,822,110.3722628,110.3722628,110.3722628
1344,823,110.5443499,110.5443499,110.5443499
898,824,110.4453883,110.4453883,110.4453883
1614,825,110.7636364,110.7636364,110.7636364
1086,826,110.7263923,110.7263923,110.7263923
1342,827,110.7315599,110.7315599,110.7315599
1471,828,111.0024155,111.0024155,111.0024155
1113,829,110.9276236,110.9276236,110.9276236
1104,830,111.0301205,111.0301205,111.0301205
1301,831,111.1648616,111.1648616,111.1648616
1818,832,111.5096154,111.5096154,111.5096154
1326,833,111.5258103,111.5258103,111.5258103
816,834,111.4616307,111.4616307,111.4616307
1146,835,111.4311377,111.4311377,111.4311377
1041,836,111.3552632,111.3552632,111.3552632
1228,837,111.5770609,111.5770609,111.5770609
876,838,111.4821002,111.4821002,111.4821002
915,839,111.4064362,111.4064362,111.4064362
937,840,111.3214286,111.3214286,111.3214286
980,841,111.2485137,111.2485137,111.2485137
1045,842,111.1900238,111.1900238,111.1900238
955,843,111.1126928,111.1126928,111.1126928
1061,844,111.0521327,111.0521327,111.0521327
8367,845,111.3136095,111.3136095,111.3136095
1133,846,111.2470449,111.2470449,111.2470449
1151,847,111.1877214,111.1877214,111.1877214
1087,848,111.1320755,111.1320755,111.1320755
1258,849,111.1413428,111.1413428,111.1413428
877,850,111.0552941,111.0552941,111.0552941
1551,851,111.3113984,111.3113984,111.3113984
1554,852,111.5387324,111.5387324,111.5387324
1735,853,111.8159437,111.8159437,111.8159437
1072,854,111.734192,111.734192,111.734192
1701,855,112.0444444,112.0444444,112.0444444
1391,856,112.1518692,112.1518692,112.1518692
6495,857,112.453909,112.453909,112.453909
1114,858,112.4067599,112.4067599,112.4067599
1156,859,112.4039581,112.4039581,112.4039581
1032,860,112.3395349,112.3395349,112.3395349
1044,861,112.271777,112.271777,112.271777
1139,862,112.1960557,112.1960557,112.1960557
998,863,112.1147161,112.1147161,112.1147161
1003,864,112.0277778,112.0277778,112.0277778
688,865,111.9260116,111.9260116,111.9260116
938,866,111.8383372,111.8383372,111.8383372
1054,867,111.7773933,111.7773933,111.7773933
968,868,111.7108295,111.7108295,111.7108295
1176,869,111.6582278,111.6582278,111.6582278
950,870,111.5712644,111.5712644,111.5712644
1244,871,111.5304248,111.5304248,111.5304248
1313,872,111.5424312,111.5424312,111.5424312
1047,873,111.4856816,111.4856816,111.4856816
757,874,111.5732265,111.5732265,111.5732265
1423,875,111.7565714,111.7565714,111.7565714
783,876,111.6541096,111.6541096,111.6541096
686,877,111.5815279,111.5815279,111.5815279
710,878,111.4829157,111.4829157,111.4829157
1290,879,111.5096701,111.5096701,111.5096701
1213,880,111.5,111.5,111.5
1597,881,111.7775255,111.7775255,111.7775255
822,882,111.6904762,111.6904762,111.6904762
1329,883,111.7531144,111.7531144,111.7531144
1242,884,111.8506787,111.8506787,111.8506787
1321,885,111.8293785,111.8293785,111.8293785
1120,886,111.8126411,111.8126411,111.8126411
647,887,111.7057497,111.7057497,111.7057497
1234,888,111.713964,111.713964,111.713964
889,889,111.6287964,111.6287964,111.6287964
1031,890,111.5617978,111.5617978,111.5617978
1648,891,111.8327722,111.8327722,111.8327722
1600,892,112.0650224,112.0650224,112.0650224
1568,893,112.3684211,112.3684211,112.3684211
1293,894,112.3400447,112.3400447,112.3400447
1715,895,112.4871508,112.4871508,112.4871508
1640,896,112.6551339,112.6551339,112.6551339
1754,897,112.6666667,112.6666667,112.6666667
1018,898,112.5979955,112.5979955,112.5979955
1976,899,112.8464961,112.8464961,112.8464961
848,900,112.7655556,112.7655556,112.7655556
1204,901,112.8823529,112.8823529,112.8823529
767,902,112.8115299,112.8115299,112.8115299
1031,903,112.7552602,112.7552602,112.7552602
1209,904,112.7566372,112.7566372,112.7566372
829,905,112.7027624,112.7027624,112.7027624
1073,906,112.6600442,112.6600442,112.6600442
1273,907,112.6703418,112.6703418,112.6703418
1078,908,112.6365639,112.6365639,112.6365639
907,909,112.5940594,112.5940594,112.5940594
694,910,112.5340659,112.5340659,112.5340659
1036,911,112.4950604,112.4950604,112.4950604
1068,912,112.4506579,112.4506579,112.4506579
1493,913,112.4720701,112.4720701,112.4720701
1450,914,112.7100656,112.7100656,112.7100656
1052,915,112.6404372,112.6404372,112.6404372
1231,916,112.610262,112.610262,112.610262
1665,917,112.8985823,112.8985823,112.8985823
1263,918,112.8769063,112.8769063,112.8769063
2235,919,113.0282916,113.0282916,113.0282916
1835,920,113.1521739,113.1521739,113.1521739
2313,921,113.2899023,113.2899023,113.2899023
1334,922,113.4381779,113.4381779,113.4381779
1226,923,113.4182015,113.4182015,113.4182015
912,924,113.3820346,113.3820346,113.3820346
1204,925,113.3437838,113.3437838,113.3437838
731,926,113.2764579,113.2764579,113.2764579
1426,927,113.4649407,113.4649407,113.4649407
1524,928,113.5258621,113.5258621,113.5258621
1193,929,113.5005382,113.5005382,113.5005382
1319,930,113.4666667,113.4666667,113.4666667
1140,931,113.5821697,113.5821697,113.5821697
1246,932,113.7060086,113.7060086,113.7060086
1302,933,113.9024652,113.9024652,113.9024652
1140,934,113.8586724,113.8586724,113.8586724
1044,935,113.8181818,113.8181818,113.8181818
1108,936,113.767094,113.767094,113.767094
2064,937,113.9754536,113.9754536,113.9754536
1336,938,114.108742,114.108742,114.108742
924,939,114.0255591,114.0255591,114.0255591
1147,940,114.0053191,114.0053191,114.0053191
996,941,113.9426142,113.9426142,113.9426142
1039,942,113.8641189,113.8641189,113.8641189
892,943,113.8038176,113.8038176,113.8038176
815,944,113.7521186,113.7521186,113.7521186
1291,945,113.9037037,113.9037037,113.9037037
1310,946,113.8530655,113.8530655,113.8530655
1191,947,113.8648363,113.8648363,113.8648363
1454,948,114.0991561,114.0991561,114.0991561
1278,949,114.1116965,114.1116965,114.1116965
1006,950,114.0315789,114.0315789,114.0315789
966,951,113.9768665,113.9768665,113.9768665
1092,952,113.9044118,113.9044118,113.9044118
863,953,113.8163694,113.8163694,113.8163694
1185,954,113.7955975,113.7955975,113.7955975
662,955,113.7193717,113.7193717,113.7193717
1513,956,113.958159,113.958159,113.958159
721,957,113.8557994,113.8557994,113.8557994
3458,958,114.085595,114.085595,114.085595
1444,959,114.2888425,114.2888425,114.2888425
765,960,114.20625,114.20625,114.20625
1495,961,114.4349636,114.4349636,114.4349636
924,962,114.3700624,114.3700624,114.3700624
1058,963,114.3229491,114.3229491,114.3229491
1528,964,114.5497925,114.5497925,114.5497925
1215,965,114.6290155,114.6290155,114.6290155
1109,966,114.6118012,114.6118012,114.6118012
1550,967,114.868666,114.868666,114.868666
1237,968,115.0599174,115.0599174,115.0599174
1054,969,115.0165119,115.0165119,115.0165119
702,970,114.9319588,114.9319588,114.9319588
1031,971,114.8970134,114.8970134,114.8970134
1076,972,114.8446502,114.8446502,114.8446502
1462,973,114.9804728,114.9804728,114.9804728
1537,974,115.198152,115.198152,115.198152
553,975,115.0933333,115.0933333,115.0933333
752,976,115.0266393,115.0266393,115.0266393
1407,977,115.1658137,115.1658137,115.1658137
1487,978,115.297546,115.297546,115.297546
1220,979,115.2706844,115.2706844,115.2706844
1575,980,115.4959184,115.4959184,115.4959184
1634,981,115.7370031,115.7370031,115.7370031
966,982,115.6670061,115.6670061,115.6670061
940,983,115.5900305,115.5900305,115.5900305
1102,984,115.5203252,115.5203252,115.5203252
1249,985,115.5025381,115.5025381,115.5025381
1422,986,115.7271805,115.7271805,115.7271805
1735,987,116.0010132,116.0010132,116.0010132
1065,988,115.9392713,115.9392713,115.9392713
900,989,115.867543,115.867543,115.867543
2140,990,116.0909091,116.0909091,116.0909091
1858,991,116.2936428,116.2936428,116.2936428
844,992,116.4012097,116.4012097,116.4012097
1164,993,116.3373615,116.3373615,116.3373615
771,994,116.250503,116.250503,116.250503
1195,995,116.2321608,116.2321608,116.2321608
1400,996,116.3875502,116.3875502,116.3875502
1439,997,116.5877633,116.5877633,116.5877633
1543,998,116.8176353,116.8176353,116.8176353
1302,999,116.990991,116.990991,116.990991
639,1000,116.889,116.889,116.889
593,1001,116.7862138,116.7862138,116.7862138
1302,1002,116.8113772,116.8113772,116.8113772
862,1003,116.7218345,116.7218345,116.7218345
1312,1004,116.8804781,116.8804781,116.8804781
1028,1005,116.8039801,116.8039801,116.8039801
1512,1006,116.9821074,116.9821074,116.9821074
1056,1007,116.9314796,116.9314796,116.9314796
1042,1008,116.9880952,116.9880952,116.9880952
899,1009,116.9157582,116.9157582,116.9157582
863,1010,116.9623762,116.9623762,116.9623762
1572,1011,117.1869436,117.1869436,117.1869436
1795,1012,117.3290514,117.3290514,117.3290514
1376,1013,117.4935834,117.4935834,117.4935834
1081,1014,117.4398422,117.4398422,117.4398422
976,1015,117.3793103,117.3793103,117.3793103
2139,1016,117.4576772,117.4576772,117.4576772
392,1017,117.3520157,117.3520157,117.3520157
1038,1018,117.3084479,117.3084479,117.3084479
1120,1019,117.2571148,117.2571148,117.2571148
1244,1020,117.2098039,117.2098039,117.2098039
577,1021,117.1145935,117.1145935,117.1145935
1380,1022,117.2622309,117.2622309,117.2622309
1055,1023,117.2072336,117.2072336,117.2072336
1217,1024,117.1621094,117.1621094,117.1621094
867,1025,117.1014634,117.1014634,117.1014634
848,1026,117.0097466,117.0097466,117.0097466
699,1027,116.916261,116.916261,116.916261
1301,1028,116.8920233,116.8920233,116.8920233
768,1029,116.8396501,116.8396501,116.8396501
1102,1030,116.8029126,116.8029126,116.8029126
1383,1031,116.942774,116.942774,116.942774
1093,1032,116.8856589,116.8856589,116.8856589
767,1033,116.7996128,116.7996128,116.7996128
1123,1034,116.7591876,116.7591876,116.7591876
1337,1035,116.8937198,116.8937198,116.8937198
1588,1036,117.1090734,117.1090734,117.1090734
1333,1037,117.0906461,117.0906461,117.0906461
1829,1038,117.1734104,117.1734104,117.1734104
1074,1039,117.1395573,117.1395573,117.1395573
1165,1040,117.1346154,117.1346154,117.1346154
1234,1041,117.1325648,117.1325648,117.1325648
1266,1042,117.2120921,117.2120921,117.2120921
786,1043,117.1169703,117.1169703,117.1169703
1002,1044,117.0469349,117.0469349,117.0469349
1055,1045,117.0086124,117.0086124,117.0086124
774,1046,116.917782,116.917782,116.917782
1043,1047,116.8662846,116.8662846,116.8662846
1060,1048,116.8358779,116.8358779,116.8358779
1609,1049,117.0419447,117.0419447,117.0419447
1688,1050,117.2657143,117.2657143,117.2657143
877,1051,117.1855376,117.1855376,117.1855376
577,1052,117.108365,117.108365,117.108365
860,1053,117.0550807,117.0550807,117.0550807
1003,1054,116.9848197,116.9848197,116.9848197
876,1055,116.9033175,116.9033175,116.9033175
1062,1056,116.8371212,116.8371212,116.8371212
1006,1057,116.7729423,116.7729423,116.7729423
1340,1058,116.8657845,116.8657845,116.8657845
1040,1059,116.8177526,116.8177526,116.8177526
891,1060,116.7301887,116.7301887,116.7301887
1064,1061,116.6663525,116.6663525,116.6663525
1380,1062,116.8163842,116.8163842,116.8163842
606,1063,116.7290687,116.7290687,116.7290687
833,1064,116.6550752,116.6550752,116.6550752
837,1065,116.5746479,116.5746479,116.5746479
1240,1066,116.6454034,116.6454034,116.6454034
1320,1067,116.5932521,116.5932521,116.5932521
871,1068,116.5093633,116.5093633,116.5093633
899,1069,116.424696,116.424696,116.424696
1184,1070,116.3794393,116.3794393,116.3794393
1340,1071,116.4519141,116.4519141,116.4519141
1342,1072,116.4458955,116.4458955,116.4458955
1529,1073,116.5815471,116.5815471,116.5815471
2399,1074,116.8193669,116.8193669,116.8193669
1182,1075,116.8288372,116.8288372,116.8288372
1106,1076,116.8076208,116.8076208,116.8076208
1148,1077,116.7734448,116.7734448,116.7734448
1316,1078,116.7801484,116.7801484,116.7801484
5263,1079,117.0157553,117.0157553,117.0157553
1175,1080,116.987963,116.987963,116.987963
942,1081,116.9389454,116.9389454,116.9389454
1094,1082,116.8992606,116.8992606,116.8992606
1096,1083,116.856879,116.856879,116.856879
954,1084,116.7841328,116.7841328,116.7841328
1276,1085,116.7852535,116.7852535,116.7852535
1961,1086,116.8793738,116.8793738,116.8793738
1911,1087,117.0846366,117.0846366,117.0846366
891,1088,117.0137868,117.0137868,117.0137868
1240,1089,117.1303949,117.1303949,117.1303949
432,1090,117.0321101,117.0321101,117.0321101
1369,1091,117.0522456,117.0522456,117.0522456
656,1092,116.9688645,116.9688645,116.9688645
960,1093,116.9085087,116.9085087,116.9085087
1487,1094,117.0383912,117.0383912,117.0383912
550,1095,116.9543379,116.9543379,116.9543379
627,1096,116.9005474,116.9005474,116.9005474
2065,1097,117.0546946,117.0546946,117.0546946
5843,1098,117.2978142,117.2978142,117.2978142
1003,1099,117.2302093,117.2302093,117.2302093
1022,1100,117.1772727,117.1772727,117.1772727
897,1101,117.0971844,117.0971844,117.0971844
887,1102,117.0190563,117.0190563,117.0190563
889,1103,116.9329102,116.9329102,116.9329102
1321,1104,116.9211957,116.9211957,116.9211957
1127,1105,116.9556561,116.9556561,116.9556561
1694,1106,117.1726944,117.1726944,117.1726944
1256,1107,117.1409214,117.1409214,117.1409214
1145,1108,117.0803249,117.0803249,117.0803249
1095,1109,117.0207394,117.0207394,117.0207394
1254,1110,117.018018,117.018018,117.018018
1524,1111,117.1854185,117.1854185,117.1854185
1055,1112,117.1636691,117.1636691,117.1636691
1063,1113,117.0916442,117.0916442,117.0916442
543,1114,117.0035907,117.0035907,117.0035907
1057,1115,116.973991,116.973991,116.973991
680,1116,116.8870968,116.8870968,116.8870968
1088,1117,116.8182632,116.8182632,116.8182632
994,1118,116.7665474,116.7665474,116.7665474
459,1119,116.6729223,116.6729223,116.6729223
749,1120,116.5991071,116.5991071,116.5991071
1007,1121,116.5236396,116.5236396,116.5236396
1058,1122,116.5677362,116.5677362,116.5677362
537,1123,116.5004452,116.5004452,116.5004452
1554,1124,116.6681495,116.6681495,116.6681495
1446,1125,116.8551111,116.8551111,116.8551111
3205,1126,117.0612789,117.0612789,117.0612789
1460,1127,117.2191659,117.2191659,117.2191659
790,1128,117.143617,117.143617,117.143617
1001,1129,117.146147,117.146147,117.146147
1258,1130,117.2380531,117.2380531,117.2380531
1584,1131,117.4526967,117.4526967,117.4526967
1394,1132,117.5803887,117.5803887,117.5803887
1046,1133,117.5481024,117.5481024,117.5481024
1049,1134,117.5141093,117.5141093,117.5141093
943,1135,117.4396476,117.4396476,117.4396476
1047,1136,117.409331,117.409331,117.409331
1047,1137,117.3377309,117.3377309,117.3377309
986,1138,117.2697715,117.2697715,117.2697715
1122,1139,117.2063213,117.2063213,117.2063213
1254,1140,117.1982456,117.1982456,117.1982456
1093,1141,117.1875548,117.1875548,117.1875548
1204,1142,117.2075306,117.2075306,117.2075306
1153,1143,117.1784777,117.1784777,117.1784777
1654,1144,117.3951049,117.3951049,117.3951049
475,1145,117.3021834,117.3021834,117.3021834
1676,1146,117.5165794,117.5165794,117.5165794
2114,1147,117.7288579,117.7288579,117.7288579
1373,1148,117.7552265,117.7552265,117.7552265
1398,1149,117.870322,117.870322,117.870322
1297,1150,118.0078261,118.0078261,118.0078261
1968,1151,118.1433536,118.1433536,118.1433536
895,1152,118.0807292,118.0807292,118.0807292
1340,1153,118.197745,118.197745,118.197745
1270,1154,118.1429809,118.1429809,118.1429809
1144,1155,118.0995671,118.0995671,118.0995671
1436,1156,118.1756055,118.1756055,118.1756055
719,1157,118.1114952,118.1114952,118.1114952
1325,1158,118.2495682,118.2495682,118.2495682
1222,1159,118.2605695,118.2605695,118.2605695
1012,1160,118.2043103,118.2043103,118.2043103
672,1161,118.1455642,118.1455642,118.1455642
1395,1162,118.2857143,118.2857143,118.2857143
1031,1163,118.2287188,118.2287188,118.2287188
651,1164,118.1417526,118.1417526,118.1417526
1113,1165,118.0944206,118.0944206,118.0944206
1261,1166,118.0814751,118.0814751,118.0814751
1159,1167,118.0565553,118.0565553,118.0565553
1248,1168,118.0273973,118.0273973,118.0273973
1448,1169,118.1462789,118.1462789,118.1462789
1127,1170,118.1042735,118.1042735,118.1042735
991,1171,118.0341588,118.0341588,118.0341588
1035,1172,117.9786689,117.9786689,117.9786689
1108,1173,117.9309463,117.9309463,117.9309463
1180,1174,117.8816014,117.8816014,117.8816014
1206,1175,117.8417021,117.8417021,117.8417021
1547,1176,117.9965986,117.9965986,117.9965986
1259,1177,117.9855565,117.9855565,117.9855565
1494,1178,118.0475382,118.0475382,118.0475382
1161,1179,118.0203562,118.0203562,118.0203562
554,1180,117.9432203,117.9432203,117.9432203
1233,1181,118.0448772,118.0448772,118.0448772
6338,1182,118.143824,118.143824,118.143824
1605,1183,118.3305156,118.3305156,118.3305156
430,1184,118.2440878,118.2440878,118.2440878
720,1185,118.1637131,118.1637131,118.1637131
1096,1186,118.1053963,118.1053963,118.1053963
932,1187,118.0336984,118.0336984,118.0336984
1181,1188,117.9781145,117.9781145,117.9781145
1090,1189,117.9125315,117.9125315,117.9125315
1694,1190,118.1193277,118.1193277,118.1193277
1817,1191,118.3308144,118.3308144,118.3308144
1160,1192,118.3154362,118.3154362,118.3154362
1237,1193,118.3310981,118.3310981,118.3310981
11980,1194,118.4832496,118.4832496,118.4832496
1381,1195,118.5297071,118.5297071,118.5297071
1167,1196,118.4732441,118.4732441,118.4732441
1168,1197,118.4536341,118.4536341,118.4536341
1028,1198,118.4056761,118.4056761,118.4056761
1213,1199,118.3886572,118.3886572,118.3886572
870,1200,118.3225,118.3225,118.3225
565,1201,118.2339717,118.2339717,118.2339717
827,1202,118.1547421,118.1547421,118.1547421
823,1203,118.0773067,118.0773067,118.0773067
890,1204,118.0008306,118.0008306,118.0008306
1095,1205,117.9543568,117.9543568,117.9543568
1013,1206,117.9021559,117.9021559,117.9021559
955,1207,117.8359569,117.8359569,117.8359569
711,1208,117.7541391,117.7541391,117.7541391
718,1209,117.6898263,117.6898263,117.6898263
1648,1210,117.6826446,117.6826446,117.6826446
1288,1211,117.6961189,117.6961189,117.6961189
1390,1212,117.8316832,117.8316832,117.8316832
1320,1213,117.7873042,117.7873042,117.7873042
1204,1214,117.7454695,117.7454695,117.7454695
1550,1215,117.8823045,117.8823045,117.8823045
913,1216,117.8215461,117.8215461,117.8215461
1183,1217,117.7732128,117.7732128,117.7732128
1308,1218,117.7643678,117.7643678,117.7643678
1200,1219,117.8589007,117.8589007,117.8589007
1314,1220,117.9540984,117.9540984,117.9540984
947,1221,117.9328419,117.9328419,117.9328419
1778,1222,118.1170213,118.1170213,118.1170213
1775,1223,118.3286999,118.3286999,118.3286999
1570,1224,118.494281,118.494281,118.494281
1449,1225,118.6204082,118.6204082,118.6204082
1166,1226,118.5872757,118.5872757,118.5872757
973,1227,118.5248574,118.5248574,118.5248574
1304,1228,118.504886,118.504886,118.504886
1364,1229,118.4646054,118.4646054,118.4646054
1122,1230,118.4276423,118.4276423,118.4276423
1033,1231,118.3842405,118.3842405,118.3842405
838,1232,118.3238636,118.3238636,118.3238636
940,1233,118.2773723,118.2773723,118.2773723
1110,1234,118.2358185,118.2358185,118.2358185
998,1235,118.1773279,118.1773279,118.1773279
1323,1236,118.2661812,118.2661812,118.2661812
1001,1237,118.2045271,118.2045271,118.2045271
